"COUNTRY","Country","BIRTH","Place of birth","HATLEV1D","Educational attainment","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,54.7,,
"FRA","France","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,54,,
"FRA","France","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,35.2,,
"FRA","France","NB","Native-born","L","Low","2022","2022","PC","Percentage","0","Units",,,35.8,,
"FRA","France","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,73.6,,
"FRA","France","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,74.2,,
"FRA","France","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,73.5,,
"FRA","France","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,74.3,,
"FRA","France","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,73.6,,
"FRA","France","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,73.8,,
"FRA","France","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,68.7,,
"FRA","France","NB","Native-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,69.2,,
"FRA","France","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,86.1,,
"FRA","France","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,86.5,,
"FRA","France","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,87,,
"FRA","France","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,86.3,,
"FRA","France","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,87.8,,
"FRA","France","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,86.8,,
"FRA","France","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,85.6,,
"FRA","France","NB","Native-born","H","High","2022","2022","PC","Percentage","0","Units",,,86.4,,
"DEU","Germany","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,81.2,,
"DEU","Germany","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,82.2,,
"DEU","Germany","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,83.2,,
"DEU","Germany","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,83.7,,
"DEU","Germany","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,84.3,,
"DEU","Germany","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,76.3,,
"DEU","Germany","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,77.8,,
"DEU","Germany","NB","Native-born","T","Total","2022","2022","PC","Percentage","0","Units",,,78.9,,
"DEU","Germany","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,58.4,,
"DEU","Germany","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,59.9,,
"DEU","Germany","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,61.3,,
"DEU","Germany","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,62.5,,
"DEU","Germany","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,62.8,,
"DEU","Germany","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,61.2,,
"DEU","Germany","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,47.8,,
"DEU","Germany","NB","Native-born","L","Low","2022","2022","PC","Percentage","0","Units",,,51.7,,
"DEU","Germany","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,80.4,,
"DEU","Germany","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,81.6,,
"DEU","Germany","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,82.4,,
"DEU","Germany","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,83,,
"DEU","Germany","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,83.6,,
"DEU","Germany","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,79.1,,
"DEU","Germany","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,80.7,,
"DEU","Germany","NB","Native-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,81.7,,
"DEU","Germany","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,90.1,,
"DEU","Germany","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,90.3,,
"DEU","Germany","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,91.1,,
"DEU","Germany","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,90.9,,
"DEU","Germany","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,91.4,,
"DEU","Germany","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,80,,
"DEU","Germany","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,90.2,,
"DEU","Germany","NB","Native-born","H","High","2022","2022","PC","Percentage","0","Units",,,91.2,,
"GRC","Greece","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,57.9,,
"GRC","Greece","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,59.4,,
"GRC","Greece","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,61,,
"GRC","Greece","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,63,,
"GRC","Greece","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,65,,
"GRC","Greece","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,53.9,,
"GRC","Greece","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,57.4,,
"GRC","Greece","NB","Native-born","T","Total","2022","2022","PC","Percentage","0","Units",,,60.7,,
"GRC","Greece","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,47,,
"GRC","Greece","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,46.4,,
"GRC","Greece","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,48.4,,
"GRC","Greece","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,49.6,,
"GRC","Greece","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,49.5,,
"GRC","Greece","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,49.2,,
"GRC","Greece","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,37.7,,
"GRC","Greece","NB","Native-born","L","Low","2022","2022","PC","Percentage","0","Units",,,38.5,,
"GRC","Greece","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,56.8,,
"GRC","Greece","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,58.7,,
"GRC","Greece","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,59.9,,
"GRC","Greece","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,61.5,,
"GRC","Greece","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,63.5,,
"GRC","Greece","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,63.2,,
"GRC","Greece","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,55,,
"GRC","Greece","NB","Native-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,58.8,,
"GRC","Greece","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,69.4,,
"GRC","Greece","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,71.1,,
"GRC","Greece","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,72.7,,
"GRC","Greece","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,75,,
"GRC","Greece","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,77,,
"GRC","Greece","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,76.2,,
"GRC","Greece","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,75.8,,
"GRC","Greece","NB","Native-born","H","High","2022","2022","PC","Percentage","0","Units",,,78.9,,
"HUN","Hungary","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,71.6,,
"HUN","Hungary","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,74,,
"HUN","Hungary","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,75.7,,
"HUN","Hungary","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,77,,
"HUN","Hungary","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,77.9,,
"HUN","Hungary","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,71.7,,
"HUN","Hungary","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,72.8,,
"HUN","Hungary","NB","Native-born","T","Total","2022","2022","PC","Percentage","0","Units",,,74.1,,
"HUN","Hungary","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,47.9,,
"HUN","Hungary","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,51.4,,
"HUN","Hungary","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,54.7,,
"HUN","Hungary","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,56.6,,
"HUN","Hungary","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,56.5,,
"HUN","Hungary","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,55.2,,
"HUN","Hungary","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,38.6,,
"HUN","Hungary","NB","Native-born","L","Low","2022","2022","PC","Percentage","0","Units",,,38.3,,
"HUN","Hungary","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,73.7,,
"HUN","Hungary","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,76,,
"HUN","Hungary","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,77.5,,
"HUN","Hungary","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,78.4,,
"HUN","Hungary","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,79.9,,
"HUN","Hungary","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,79.3,,
"HUN","Hungary","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,77,,
"HUN","Hungary","NB","Native-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,78.5,,
"HUN","Hungary","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,83.1,,
"HUN","Hungary","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,84.9,,
"HUN","Hungary","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,85.2,,
"HUN","Hungary","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,85.9,,
"HUN","Hungary","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,85.7,,
"HUN","Hungary","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,86.1,,
"HUN","Hungary","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,90.1,,
"HUN","Hungary","NB","Native-born","H","High","2022","2022","PC","Percentage","0","Units",,,91.6,,
"ISL","Iceland","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,87.5,,
"ISL","Iceland","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,88.5,,
"ISL","Iceland","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,88,,
"ISL","Iceland","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,87.2,,
"ISL","Iceland","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,86.8,,
"ISL","Iceland","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,81,,
"ISL","Iceland","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,80.5,,
"ISL","Iceland","NB","Native-born","T","Total","2022","2022","PC","Percentage","0","Units",,,83.3,,
"ISL","Iceland","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,78.4,,
"ISL","Iceland","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,77.7,,
"ISL","Iceland","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,76.1,,
"ISL","Iceland","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,76.3,,
"ISL","Iceland","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,76,,
"ISL","Iceland","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,71.9,,
"ISL","Iceland","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,64.3,,
"ISL","Iceland","NB","Native-born","L","Low","2022","2022","PC","Percentage","0","Units",,,69.4,,
"ISL","Iceland","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,88.9,,
"ISL","Iceland","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,89.1,,
"ISL","Iceland","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,89.6,,
"ISL","Iceland","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,87.3,,
"ISL","Iceland","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,87,,
"ISL","Iceland","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,84.5,,
"ISL","Iceland","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,81.5,,
"ISL","Iceland","NB","Native-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,84,,
"ISL","Iceland","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,92.4,,
"ISL","Iceland","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,94,,
"ISL","Iceland","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,93.2,,
"ISL","Iceland","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,92.9,,
"ISL","Iceland","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,91.9,,
"ISL","Iceland","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,90.3,,
"ISL","Iceland","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,90.6,,
"ISL","Iceland","NB","Native-born","H","High","2022","2022","PC","Percentage","0","Units",,,92.4,,
"IRL","Ireland","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,71.1,,
"IRL","Ireland","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,72.1,,
"IRL","Ireland","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,74.1,,
"IRL","Ireland","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,75.4,,
"IRL","Ireland","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,76.3,,
"IRL","Ireland","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,66.2,,
"IRL","Ireland","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,69.2,,
"IRL","Ireland","NB","Native-born","T","Total","2022","2022","PC","Percentage","0","Units",,,71.9,,
"IRL","Ireland","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,48.6,,
"IRL","Ireland","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,49.3,,
"IRL","Ireland","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,51.1,,
"IRL","Ireland","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,52.1,,
"IRL","Ireland","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,53,,
"IRL","Ireland","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,52.1,,
"IRL","Ireland","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,36.2,,
"IRL","Ireland","NB","Native-born","L","Low","2022","2022","PC","Percentage","0","Units",,,38.6,,
"IRL","Ireland","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,69.7,,
"IRL","Ireland","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,71.4,,
"IRL","Ireland","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,72.4,,
"IRL","Ireland","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,74,,
"IRL","Ireland","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,75,,
"IRL","Ireland","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,73.1,,
"IRL","Ireland","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,68.6,,
"IRL","Ireland","NB","Native-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,72.1,,
"IRL","Ireland","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,84.8,,
"IRL","Ireland","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,85.2,,
"IRL","Ireland","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,86.6,,
"IRL","Ireland","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,86.9,,
"IRL","Ireland","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,87.3,,
"IRL","Ireland","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,86.7,,
"IRL","Ireland","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,86.3,,
"IRL","Ireland","NB","Native-born","H","High","2022","2022","PC","Percentage","0","Units",,,88.7,,
"ITA","Italy","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,63.6,,
"ITA","Italy","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,64.6,,
"ITA","Italy","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,65.4,,
"ITA","Italy","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,66,,
"ITA","Italy","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,66.5,,
"ITA","Italy","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,57.4,,
"ITA","Italy","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,58.1,,
"ITA","Italy","NB","Native-born","T","Total","2022","2022","PC","Percentage","0","Units",,,59.8,,
"ITA","Italy","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,48.6,,
"ITA","Italy","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,49.4,,
"ITA","Italy","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,49.9,,
"ITA","Italy","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,50.4,,
"ITA","Italy","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,50.6,,
"ITA","Italy","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,49.8,,
"ITA","Italy","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,40.2,,
"ITA","Italy","NB","Native-born","L","Low","2022","2022","PC","Percentage","0","Units",,,41.6,,
"ITA","Italy","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,70.6,,
"ITA","Italy","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,71.1,,
"ITA","Italy","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,71.5,,
"ITA","Italy","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,71.5,,
"ITA","Italy","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,72.1,,
"ITA","Italy","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,71.4,,
"ITA","Italy","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,63.9,,
"ITA","Italy","NB","Native-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,65.8,,
"ITA","Italy","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,79.6,,
"ITA","Italy","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,81.2,,
"ITA","Italy","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,81.9,,
"ITA","Italy","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,82.2,,
"ITA","Italy","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,82.7,,
"ITA","Italy","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,82.4,,
"ITA","Italy","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,80.5,,
"ITA","Italy","NB","Native-born","H","High","2022","2022","PC","Percentage","0","Units",,,81.7,,
"LUX","Luxembourg","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,74.1,,
"LUX","Luxembourg","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,75.3,,
"LUX","Luxembourg","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,73.8,,
"LUX","Luxembourg","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,73.9,,
"LUX","Luxembourg","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,74.7,,
"LUX","Luxembourg","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,62.5,,
"LUX","Luxembourg","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,64.8,,
"LUX","Luxembourg","NB","Native-born","T","Total","2022","2022","PC","Percentage","0","Units",,,64.8,,
"LUX","Luxembourg","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,56.2,,
"LUX","Luxembourg","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,54.8,,
"LUX","Luxembourg","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,51.2,,
"LUX","Luxembourg","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,54.7,,
"LUX","Luxembourg","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,54.6,,
"LUX","Luxembourg","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,55,,
"LUX","Luxembourg","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,33.4,,
"LUX","Luxembourg","NB","Native-born","L","Low","2022","2022","PC","Percentage","0","Units",,,35.9,,
"LUX","Luxembourg","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,73.6,,
"LUX","Luxembourg","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,75.7,,
"LUX","Luxembourg","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,75.2,,
"LUX","Luxembourg","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,72.7,,
"LUX","Luxembourg","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,74.4,,
"LUX","Luxembourg","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,74.3,,
"LUX","Luxembourg","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,68.7,,
"LUX","Luxembourg","NB","Native-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,67.1,,
"LUX","Luxembourg","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,87.4,,
"LUX","Luxembourg","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,89,,
"LUX","Luxembourg","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,88,,
"LUX","Luxembourg","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,88.6,,
"LUX","Luxembourg","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,87.7,,
"LUX","Luxembourg","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,86.5,,
"LUX","Luxembourg","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,84.7,,
"LUX","Luxembourg","NB","Native-born","H","High","2022","2022","PC","Percentage","0","Units",,,85.2,,
"MEX","Mexico","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,68.1,,
"MEX","Mexico","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,68.5,,
"MEX","Mexico","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,68.5,,
"MEX","Mexico","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,68.9,,
"MEX","Mexico","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,69.5,,
"MEX","Mexico","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,57.6,,
"MEX","Mexico","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,61.1,,
"MEX","Mexico","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,64.9,,
"MEX","Mexico","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,64.6,,
"MEX","Mexico","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,65.1,,
"MEX","Mexico","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,65.6,,
"MEX","Mexico","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,65.6,,
"MEX","Mexico","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,65.6,,
"MEX","Mexico","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,72.4,,
"MEX","Mexico","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,70.6,,
"MEX","Mexico","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,71,,
"MEX","Mexico","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,71.6,,
"MEX","Mexico","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,71.6,,
"MEX","Mexico","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,71.6,,
"MEX","Mexico","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,80.2,,
"MEX","Mexico","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,80,,
"MEX","Mexico","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,79.7,,
"MEX","Mexico","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,79.8,,
"MEX","Mexico","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,79.7,,
"MEX","Mexico","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,79.7,,
"NLD","Netherlands","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,79.8,,
"NLD","Netherlands","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,80.6,,
"NLD","Netherlands","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,81.6,,
"NLD","Netherlands","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,82.9,,
"NLD","Netherlands","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,83.7,,
"NLD","Netherlands","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,81.3,,
"NLD","Netherlands","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,82.7,,
"NLD","Netherlands","NB","Native-born","T","Total","2022","2022","PC","Percentage","0","Units",,,84,,
"NLD","Netherlands","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,63.2,,
"NLD","Netherlands","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,63.4,,
"NLD","Netherlands","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,64,,
